Nom du produit,Marque,Type CPU,Implémentation CPU,Référence,Stockage,RAM,Taille écran,Prix,Site web,Catégorie
ASUS Vivobook Go 15 OLED E1504FA-L11182W,ASUS,AMD Ryzen 5,7520U,90NB0ZR2-M02350,512 GB,16 GB,15.6 Inch,709,bol.com,ORDINATEUR
HP 16-ag0015nd,HP,AMD Ryzen 7,8840U,A12MKEA#ABH,512 GB,16 GB,16 Inch,825,bol.com,ORDINATEUR
"Lenovo IdeaPad Slim 5 - Ordinateur portable Intel® Core™ i5 i5-12450H - 35,6 cm (14"") - WUXGA - 16 GB LPDDR5-SDRAM - 512 GB SSD - Wi-Fi 6 (802.11ax) - Windows 11 Home - gris",Lenovo,Intel Core i5,i5-12450H,83BF007CMH,512 GB,16 GB,14 Inch,619,bol.com,ORDINATEUR
Acer Aspire 3 15 (A315-44P-R4B2),Acer,AMD Ryzen 5,5500u,A315,512 GB,16 GB,15.6 Inch,449,bol.com,ORDINATEUR
Lenovo IdeaPad Slim 5 16IMH9 83DC007DMH - Ordinateur portable - 16 pouces,Lenovo,,125H,83DC007DMH,1000 GB,16 GB,16 Inch,779,bol.com,ORDINATEUR
HP Chromebook Fortis x360 G5 - 5R2P0ES#ABH,HP,,N100,5R2P0ES#ABH,32 GB,4 GB,11.6 Inch,385,bol.com,ORDINATEUR
"Acer Aspire 3 A317-54-36HD, Intel® Core™ i3, 1,2 GHz, 43,9 cm (17.3""), 1920 x 1080 pixels, 16 Go, 512 Go",Acer,Intel Core i3,i3-1215U,NX.K9YEH.009,512 GB,16 GB,17.3 Inch,599,bol.com,ORDINATEUR
"Asus Expertbook -15,6 pouces - i3 - 8 Go de RAM - 256 Go - W11 Pro",ASUS,Intel Core i3,1215U,B2502CBA-KJ1691,256 GB,8 GB,15.6 Inch,375,bol.com,ORDINATEUR
Lenovo Yoga 7 155H - Ordinateur portable 2-en-1 - 14 pouces,Lenovo,,155H,83DJ00DJMH,1000 GB,16 GB,14 Inch,1149,bol.com,ORDINATEUR
"HP ZBook Fury 16 G11 Intel® Core™ i9 i9-13950HX Station de travail mobile 40,6 cm (16"") WQUXGA 32 GB DDR5-SDRAM 1 To SSD NVIDIA Quadro RTX 5000 Wi-Fi 7 (802.11be) Windows 11 Pro Grijs",HP,Intel Core i9,i9-13950HX,98K69ET#ABH,1000 GB,32 GB,16 Inch,6257,bol.com,ORDINATEUR
MSI Commercial 14H A13MG VPRO-098NL - Ordinateur portable,MSI,Intel Core i7,i7-13700H,9S7-14L111-098,1000 GB,32 GB,14 Inch,1039,bol.com,ORDINATEUR
"Ordinateur portable Stemily - 15,6 pouces - Intel N95 - 16 GB RAM - 512 GB SSD - Windows 11 Pro - Grijs",Sans marque,,N95,00,512 GB,16 GB,15.6 Inch,339,bol.com,ORDINATEUR
"Intel Core 7 150U (1,8 GHz, 12 Mo L3), 15,6"" QHD IPS (2 560 x 1 440), 32 Go SDRAM LPDDR5, SSD PCIe NVMe 1 To, Graphiques Intel , Wi-Fi 6E AX (2x2) + BT, Windows 11 Home, rétroéclairé Clavier QWERTY",Acer,,150U,NX.KSAEH.001,1000 GB,32 GB,15.6 Inch,999,bol.com,ORDINATEUR
Lenovo Légion 5 - 83DG00CYMH,Lenovo,Intel Core i7,i7-14650HX,83DG00CYMH,1000 GB,32 GB,16 Inch,1789,bol.com,ORDINATEUR
HP OmniBook,HP,Qualcomm Snapdragon X Elite,X1E-78-100,A4JW0EA#ABH,1000 GB,16 GB,14 Inch,1189,bol.com,ORDINATEUR
HP 14-fb0076nd,HP,,155H,A12LREA#ABH,1000 GB,16 GB,14 Inch,1599,bol.com,ORDINATEUR
Samsung Galaxy Book4 360 | NP750QGK-KG1NL,Samsung,,150U,NP750QGK-KG1NL,512 GB,16 GB,15.6 Inch,1373,bol.com,ORDINATEUR
PC HP OmniBook Ultra 14-fe1025nd Copilot+,HP,Qualcomm Snapdragon,X1P-42-100,B0QV3EA#ABH,512 GB,16 GB,14 Inch,949,bol.com,ORDINATEUR
Microsoft Surface Pro KB avec PenStor QWERTY Microsoft Cover port Zwart,Microsoft,,,8XB-00145,,,,185,bol.com,ORDINATEUR
Acer Aspire 3 A315-59-54L5,Acer,,1235U,NX.K6SEH.01C,1000 GB,16 GB,15.6 Inch,569,bol.com,ORDINATEUR
"Acer Aspire 3 A317-54-56UH 17"" FHD, i5-1235U, 16 Go, 512 Go, W11",Acer,Intel Core i5,1235U,NX.K9YEH.002,512 GB,16 GB,17.3 Inch,699,bol.com,ORDINATEUR
"Medion Erazer P60 MD62588 15"" - Full HD - i7-12650H - 16 Go - 512 Go - RTX 4060 - W11",Medion Erazer,Intel Core i7,i7-12650H,30036570,512 GB,16 GB,15.6 Inch,899,bol.com,ORDINATEUR
"Lenovo ThinkPad X1 Carbon, Intel® Core™ i7, 35,6 cm (14""), 1920 x 1200 pixels, 16 Go, 512 Go, Windows 11 Pro",Lenovo,Intel Core i7,i7-1255U,21CB009SMH,512 GB,16 GB,14 Inch,1245,bol.com,ORDINATEUR
Apple MacBook Air (2024) 13.6 - M3 - 16 GB - 256 GB - Argent,Apple,Apple M3,M3,MC8H4N/A,256 GB,16 GB,13.6 Inch,1102,bol.com,ORDINATEUR
"HP CHROMEBOOK 15A - NA0807ND - 15,6 pouces - Intel Celeron - 4 GB - 128 GB",HP,Intel Celeron,N4500,A2DJ6EA#ABH,128 GB,4 GB,15.6 Inch,313,bol.com,ORDINATEUR
Chromebook Spin 513 (CP513-1H-S3CL) - 64 Go Flash - 4 Go RAM - QWERTY,Acer,Qualcomm Snapdragon,Kryo 468,NX.AS6EH.001,64 GB,4 GB,13.3 Inch,408,bol.com,ORDINATEUR
"AMD Ryzen 5 7535HS (3,3 GHz, 16 Mo L3), 39,6 (15,6"") FHD IPS 144 Hz (1 920 x 1 080), 316 Go de SDRAM DDR5, SSD PCIe NVMe de 512 Go, NVIDIA GeForce RTX 4050 (8 Go GDDR6), Wi-Fi 6 AX ( 2x2) + BT, Windows 11 Home, Rétroéclairé US Int",Acer,AMD Ryzen 5,7535HS,NH.QPEEH.005,512 GB,16 GB,15.6 Inch,829,bol.com,ORDINATEUR
"Apple MacBook Pro 2024 14,2'' - M4 Pro, processeur 14 Core , GPU 20 Core , 24 Go de RAM, SSD 1 To, Qwerty, Zwart",Apple,Apple M4 Pro,14 core,MX2J3N/A,1000 GB,24 GB,14.2 Inch,2837,bol.com,ORDINATEUR
HP HP ProBook 460 G11 - ordinateur portable professionnel - 16FHD - Ultra 7-155U - 16 Go - 512 Go - FPR - éclairage du clavier - W11P - 3 ans de garantie sur site NBD,HP,,155U,A37SLET,512 GB,16 GB,16 Inch,1097,bol.com,ORDINATEUR
Acer Swift Go 14 OLED SFG14-63-R6 - 14 pouces - AMD Ryzen 5 8645HS - 16 Go de RAM - Écran 2880 x 1800 WQ2.8K 90 Hz - 512 Go SSD - Clavier QWERTY,Acer,AMD Ryzen 5,AMD Ryzen 5 8645HS,SFG14-63-R6,512 GB,16 GB,14 Inch,768,bol.com,ORDINATEUR
"HP 17-cn2050nd i5-1235U,8/512 Go",HP,Intel Core i5,1235u,17-cn2050nd,512 GB,8 GB,17.3 Inch,649,bol.com,ORDINATEUR
Apple Macbook Pro (2023) MPHT3ZS/A - 14 pouces - Apple M2 Max - 2 To - 64 GB - Gris sidéral,Apple,Apple M2 Max,Apple M2 Max,MPHT3ZS/A,2000 GB,64 GB,14.2 Inch,3234,bol.com,ORDINATEUR
"Lenovo V V17, Intel® Core™ i7, 43,9 cm (17.3""), 1920 x 1080 pixels, 16 Go, 512 Go, Windows 11 Pro",Lenovo,Intel Core i7,i7-1355U,83A2000WMH,512 GB,16 GB,17.3 Inch,925,bol.com,ORDINATEUR
"ThinkPad P14s Gen4 Intel Core i7 1370P 14C jusqu'à 5,2 GHz 64 Go 1 To SSD 14 pouces 1920 x 1200 IPS antireflet NVIDIA RTX A500 4 Go 4G Caméra 720p évolutive Windows 11 Pro",Lenovo,Intel Core i7,1370P,21HF005XMH,1000 GB,64 GB,14 Inch,1699,bol.com,ORDINATEUR
"HP Probook 450 G10 - ordinateur portable professionnel - 15,6 FHD - i5-1335U - 16 Go - 512 Go - W11P - Éclairage du clavier - Garantie 3 ans",HP,Intel Core i5,i5-1335U,968J3ET#ABB,512 GB,16 GB,15.6 Inch,779,bol.com,ORDINATEUR
Acer Chromebook Vero 712 CV872T-C42H 12 pouces multi-touch IPS 4 Go/32 Go,Acer,Intel Celeron,7305,NX.KE1EH.001,32 GB,4 GB,12 Inch,325,bol.com,ORDINATEUR
"HP 250 G10 - ordinateur portable professionnel - 15,6 FHD - i3-1315U - 8 Go - 512 Go - W11P - Turbo argent",HP,Intel Core i3,i3-1315U,85C52EA#ABB,512 GB,8 GB,15.6 Inch,479,bol.com,ORDINATEUR
"HP Victus Gaming 15-fb2155nw, AMD Ryzen™ 5, 4,3 GHz, 39,6 cm (15.6""), 1920 x 1080 pixels, 16 Go, 512 Go",HP,AMD Ryzen 5,8645HS,A58SREA,512 GB,16 GB,15.6 Inch,729,bol.com,ORDINATEUR
"13.6"" Retina, IPS, 2560 x 1664px, Apple M3 (8-core CPU, 10-core GPU, 16-core Neural Engine), 16GB, 512GB SSD, 2x Thunderbolt/USB 4, 802.11ax Wi-Fi 6E, Bluetooth 5.3, macOS",Apple,Apple M3,M3,MXCV3N/A,512 GB,16 GB,13.6 Inch,1356,bol.com,ORDINATEUR
"HP 17-cp2045nw, AMD Ryzen™ 5, 2,8 GHz, 43,9 cm (17.3""), 1920 x 1080 pixels, 8 Go, 512 Go",HP,AMD Ryzen 5,7520U,9R866EA,512 GB,8 GB,17.3 Inch,591,bol.com,ORDINATEUR
"Microsoft Surface 7 - Ordinateur portable CoPilot+ - Écran tactile 13,8 pouces - Elite",Microsoft,Qualcomm Snapdragon X Elite,X1E-80-100,ZGP-00045,512 GB,16 GB,13.8 Inch,1599,bol.com,ORDINATEUR
ASUS VivoBook 15 - F1504ZA - Argent,ASUS,Intel Core i3,i3-1215u,F1504ZA-BQ1618,512 GB,8 GB,15.6 Inch,379,bol.com,ORDINATEUR
"Apple MacBook Pro 2024 - 16,2'' - M4 Pro, processeur 14 Core , GPU 20 Core , RAM 48 Go, SSD 512 Go, Qwerty, Argent",Apple,Apple M4 Pro,Apple M Pro 4th Gen,MX2U3N/A,512 GB,48 GB,16 Inch,3250,bol.com,ORDINATEUR
"ASUS VivoBook Pro 15 OLED M6500RC-MA027W, AMD Ryzen™ 7, 3,2 GHz, 39,6 cm (15.6""), 2880 x 1620 pixels, 16 Go, 512 Go",ASUS,AMD Ryzen 7,6800HS,90NB0YK1-M00460,512 GB,16 GB,15.6 Inch,899,bol.com,ORDINATEUR
"AMD Ryzen 5 PRO 7530U (16MB Cache, 2GHz), 16GB DDR4-SDRAM, 512GB SSD, 35.6 cm (14"") WUXGA 1920 x 1200 IPS, AMD Radeon Graphics, LAN, WLAN, Webcam, Windows 11 Pro",Lenovo,AMD Ryzen 5,7530U,21JR002XMH,512 GB,16 GB,14 Inch,749,bol.com,ORDINATEUR
"Lenovo ThinkPad L16 AMD Ryzen™ 7 PRO 7735U Ordinateur portable 40,6 cm (16"") WUXGA 16 GB DDR5-SDRAM 512 GB SSD Wi-Fi 6E (802.11ax) Windows 11 Pro Zwart",Lenovo,AMD Ryzen 7,7735U,21L7001GMH,512 GB,16 GB,16 Inch,995,bol.com,ORDINATEUR
ASUS ROG Strix G16 G614JIR-N4050W - Ordinateur portable de Gaming - 16 pouces - 240 Hz,ASUS,Intel Core i9,i9-14900HX,90NR0IG5-M002H0,1000 GB,16 GB,16 Inch,1849,bol.com,ORDINATEUR
"Lenovo IdeaPad Slim 3 Chrome 14IAN8 Intel Core i3 Série N i3-N305 Chromebook 35,6 cm (14"") Full HD 8 GB LPDDR5-SDRAM 256 GB eMMC Wi-Fi 6E (802.11ax) ChromeOS Grijs",Lenovo,Intel Core i3,i3-N305,83BN001SMH,256 GB,8 GB,14 Inch,388,bol.com,ORDINATEUR
"MSI Moderne F1MG-004NL 15"", U7-150U, 16 Go, 1 To, W11",MSI,,150U,15F1MG004NL,1000 GB,16 GB,15.6 Inch,799,bol.com,ORDINATEUR
HP,HP,Intel Core i5,i5-1035G1,27K00EA#ABB,256 GB,8 GB,15.6 Inch,529,bol.com,ORDINATEUR
"ZBook Studio 15.6 G8 Mobile Workstation, 15.6"", Windows 10 Professionnel, Intel® Core™ i7, 16Go RAM, 512Go Disque SSD, NVIDIA® T1200, FHD",HP,Intel Core i7,i7-11800H,314F7EA#ABH,512 GB,16 GB,15.6 Inch,2284,bol.com,ORDINATEUR
"ASUS Vivobook Go E1504FA-NJ179W, AMD Ryzen™ 5, 2,8 GHz, 39,6 cm (15.6""), 1920 x 1080 pixels, 8 Go, 512 Go",ASUS,AMD Ryzen 5,7520U,90NB0ZR2-M00JZ0,512 GB,8 GB,15.6 Inch,449,bol.com,ORDINATEUR
Lenovo V14 G4 - 82YTS01L00,Lenovo,AMD Ryzen 3,7320U,82YTS01X00,128 GB,8 GB,14 Inch,415,bol.com,ORDINATEUR
"Lenovo IdeaPad Slim 5 14ABR8, AMD Ryzen™ 5, 2 GHz, 35,6 cm (14""), 1920 x 1200 pixels, 16 Go, 512 Go",Lenovo,AMD Ryzen 5,7530U,82XE008PMH,512 GB,16 GB,14 Inch,659,bol.com,ORDINATEUR
Microsoft Surface Pro 11 - Ordinateur portable Copilot+ - Écran tactile 13 pouces - Snapdragon X Plus/16 Go de RAM/512 Go SSD - Zwart,Microsoft,Qualcomm Snapdragon X Plus,X1P-64-100,ZHY-00022,512 GB,16 GB,13 Inch,,bol.com,ORDINATEUR
ASUS V16 FX3607VU-RP197WS - Ordinateur portable de Gaming - 16 pouces - 144 Hz,ASUS,,210H,90NB15Q1-M00E80,1000 GB,16 GB,16 Inch,999,bol.com,ORDINATEUR
Ultrabook Razer RZ09-02386F92-R3F1 - Intel Core i7 - Nvidia GeForce GTX 1070,Razer,Intel Core i7,8750H,RZ09-02386F92-R3F1,512 GB,16 GB,15.6 Inch,652,bol.com,ORDINATEUR
"Acer Aspire 3 A314-23P-R432, AMD Ryzen™ 5, 2,8 GHz, 35,6 cm (14""), 1920 x 1080 pixels, 16 Go, 512 Go",Acer,AMD Ryzen 5,7520U,NX.KDDEH.00B,512 GB,16 GB,14 Inch,526,bol.com,ORDINATEUR
"Ordinateur portable HP 250 G9 - 15,6"" FullHD - Intel Core i5-1235U - 16 Go de RAM - 256 Go SSD - Windows 11 Pro",HP,Intel Core i5,Intel Core i5-1235U,6F1Z9EA#ABB,256 GB,16 GB,15.6 Inch,549,bol.com,ORDINATEUR
"ASUS Chromebook Flip CR1 CR1100FKA-BP0025, Intel® Celeron® N, 1,1 GHz, 29,5 cm (11.6""), 1366 x 768 pixels, 4 Go, 32 Go",ASUS,Intel Celeron,N4500,90NX03E1-M00250,32 GB,4 GB,11.6 Inch,388,bol.com,ORDINATEUR
"ASUS Chromebook CX34 Flip CB3401FBA-LZ0187, Intel® Core™ i5, 35,6 cm (14""), 1920 x 1200 pixels, 16 Go, 256 Go, ChromeOS",ASUS,Intel Core i5,i5-1235U,90NX05R1-M006P0,256 GB,16 GB,14 Inch,779,bol.com,ORDINATEUR
Avita Essential 14 Celeron N4000 Full HD 4 Go 128 Go SSD,Avita,Intel Celeron,N4000,NE14A2MEC435-MW,128 GB,4 GB,14 Inch,199,bol.com,ORDINATEUR
"HP 15-fd0830nd Intel® Core™ i3 i3-N305 Ordinateur portable 39,6 cm (15.6"") Full HD 8 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows 11 Home Argent",HP,Intel Core i3,i3-N305,A17XTEA#ABH,512 GB,8 GB,15.6 Inch,477,bol.com,ORDINATEUR
"MSI Thin 15 B13UC-2848NL - Ordinateur portable de Gaming - 15,6 pouces - 144 Hz",MSI,Intel Core i5,i5-13420H,9S7-16R831-2848,512 GB,16 GB,15.6 Inch,839,bol.com,ORDINATEUR
ASUS,ASUS,Intel Core i7,1355U,X1704VA-AU056,1000 GB,16 GB,17.3 Inch,825,bol.com,ORDINATEUR
HP EliteBook 860 G10 - ordinateur portable professionnel - 16 FHD - i7-1355U - 32 Go - 1 To - Caméra IR - W11P - Éclairage du clavier - Garantie 3 ans,HP,Intel Core i7,i7-1355U,818R5EA,1000 GB,32 GB,16 Inch,1399,bol.com,ORDINATEUR
"MSI Cyborg 15 A12VE-695NL i7-12650H, 32 Go de RAM DDR5, SSD 1 To, NVIDIA GeForce RTX 4050",MSI,Intel Core i7,i7-12650H,MSI Cyborg 15 A12VE-695NL-1TB-32GB,1000 GB,32 GB,15.6 Inch,1149,bol.com,ORDINATEUR
Ordinateur portable de Gaming MSI Katana A17 AI B8VF-835NL,MSI,AMD Ryzen 9,8945HS,9S7-17LN31-835,1000 GB,16 GB,17.3 Inch,1469,bol.com,ORDINATEUR
Lenovo IdeaPad Slim 3 - 82XN005RMH,Lenovo,AMD Ryzen 3,7320U,82XN005RMH,512 GB,8 GB,14 Inch,559,bol.com,ORDINATEUR
"Lenovo IdeaPad 1 15IGL7 15,6 F- HD N4020 / 4 Go / 256 Go / W11P",Lenovo,Intel Celeron,N4020,82V7007XRM,256 GB,4 GB,15.6 Inch,299,bol.com,ORDINATEUR
ASUS V16 FX3607VU-RP211WS - Ordinateur portable de Gaming - 16 pouces - 144 Hz,ASUS,,210H,90NB15Q1-M00E70,512 GB,16 GB,16 Inch,949,bol.com,ORDINATEUR
HP,HP,Intel Core i5,i5-1235U,250 G9,256 GB,8 GB,15.6 Inch,499,bol.com,ORDINATEUR
"ASUS BR1104FGA-NS0174XA - Ordinateur portable 11,6"" HD - Intel N100 - Intel UHD Graphiques - 8 GB LPDDR5 - 128 GB Flash - Windows 11 Pro Education - QWERTY - noir-gris",ASUS,,N100,90NX07L1-M005S0,128 GB,8 GB,11.6 Inch,466,bol.com,ORDINATEUR
"ASUS Vivobook 15 X1504ZA-NJ1429W - Ordinateur portable - 15,6 pouces",ASUS,Intel Core i7,i7-1255U,90NB1021-M022R0,512 GB,16 GB,15.6 Inch,649,bol.com,ORDINATEUR
"HP 250 G10 - ordinateur portable professionnel - 15,6 FHD - i3-1315U - 8 Go - 512 Go - W11P - Turbo argent",HP,Intel Core i3,i5-1335U,9G1G6ET,512 GB,8 GB,15.6 Inch,449,bol.com,ORDINATEUR
"ASUS ProArt PZ13 HT5306QA-LX006X - Ordinateur portable Copilot+ - 13,3 pouces",ASUS,Qualcomm Snapdragon X Plus,X1P-42-100,90NB1441-M001B0,1000 GB,16 GB,13.3 Inch,1369,bol.com,ORDINATEUR
"Ordinateur portable Pavilion Plus 14-ew1045nd, Windows 11 Home, 14"", Intel Core™ Ultra 7, 32 Go de RAM, SSD 1 To, 2,8K, argent naturel",HP,,155H,A12LMEA#ABH,1000 GB,32 GB,14 Inch,1099,bol.com,ORDINATEUR
ASUS Vivobook GO 14 E1404FA-NK551W - 14 pouces - AMD Ryzen 5 7520U - AMD Radeon 610M - 8 Go DDR5 - 512 GB SSD - Wi-Fi 6E - Windows 11 Home - tsb QWERTY Néerlandais - Zwart,ASUS,AMD Ryzen 5,7520U,90NB0ZS1-M00T20,512 GB,8 GB,14 Inch,406,bol.com,ORDINATEUR
"MSI Katana 15 B13VGK-1808NL i7-13620H, 16 Go de RAM, SSD 1 To, NVIDIA GeForce RTX 4070",MSI,Intel Core i7,i7-13620H,9S7-158571-1808,1000 GB,16 GB,15.6 Inch,1359,bol.com,ORDINATEUR
"HP ProBook 450 G10 - i7-1355U - 16 Go - 512 Go SSD - 15,6"" FHD - W11P - 3 ans Gar. -Verl. Clé. NL",HP,Intel Core i7,1355U,816A0EA-NL,512 GB,16 GB,15.6 Inch,979,bol.com,ORDINATEUR
Ordinateur portable de Gaming MSI Katana A15 AI B8VF-299NL-2TB-32GB DDR5,MSI,AMD Ryzen 7,Ryzen 7 8845HS,Katana A15 AI B8VF-299NL-2TB-32GB DDR5,2000 GB,32 GB,15.6 Inch,1499,bol.com,ORDINATEUR
"Lenovo Yoga Slim 6, AMD Ryzen™ 7, 3,3 GHz, 35,6 cm (14""), 2240 x 1400 pixels, 16 Go, 1 To",Lenovo,AMD Ryzen 7,7840U,82X3002QMH,1000 GB,16 GB,14 Inch,899,bol.com,ORDINATEUR
HP OmniBook Ultra 14-fd0010nd - Ordinateur portable - 14 pouces,HP,,365,B08X4EA#ABH,1000 GB,16 GB,14 Inch,1199,bol.com,ORDINATEUR
MSI Cyborg 14 A13VE-016NL-1TB-32GB - Ordinateur portable de Gaming - 14 pouces - 144 Hz,MSI,Intel Core i7,i7-13620H,CYBORG 14 A13VE-016NL-1TB-32GB,1000 GB,32 GB,14 Inch,1349,bol.com,ORDINATEUR
"ASUS ROG Strix G16 G614JI-N4153W, Intel® Core™ i9, 40,6 cm (16""), 2560 x 1600 pixels, 16 Go, 1 To, Windows 11 Home",ASUS,Intel Core i9,i9-13980HX,90NR0D42-M007U0,1000 GB,16 GB,16 Inch,1750,bol.com,ORDINATEUR
Jumper Life X3 - Ordinateur portable Windows - Processeur Powerful - Écran haute résolution - Batterie longue durée - 8 Go de RAM + 256 Go de ROM,Jumper,Intel Celeron,3350,82110260116,256 GB,256 GB,13.3 Inch,279,bol.com,ORDINATEUR
ASUS ROG Strix G17 G713PV-HX159W,ASUS,AMD Ryzen 9,7845HX,90NR0C34-M00CL0,1000 GB,16 GB,17.3 Inch,1499,bol.com,ORDINATEUR
"Wortmann AG TERRA MOBILE US1220788, Intel® Core™ i3, 39,6 cm (15.6""), 1920 x 1080 pixels, 8 Go, 500 Go, Windows 11 Home",Terra,Intel Core i3,1215U,US1220788,500 GB,8 GB,15.6 Inch,679,bol.com,ORDINATEUR
Microsoft Surface 7 - Ordinateur portable CoPilot+ - Écran tactile 15 Elite- Platinum,Microsoft,Qualcomm Snapdragon X Elite,X1E-80-100,ZHG-00009,256 GB,16 GB,15 Inch,1549,bol.com,ORDINATEUR
"Apple MacBook Pro 2024 14,2'' - M4 Pro, processeur 14 Core , GPU 20 cœurs, RAM 24 Go, SSD 1 To , Qwerty, Argent",Apple,Apple M4 Pro,14 Core,MX2F3N/A,1000 GB,24 GB,16.2 Inch,2893,bol.com,ORDINATEUR
Lenovo IdeaPad Slim 5 - 83BF0068MH,Lenovo,Intel Core i5,i5-12450H,83BF0068MH,512 GB,16 GB,14 Inch,619,bol.com,ORDINATEUR
Acer Predator Helios 16 PH16-71-997V - Ordinateur portable de Gaming - 16 pouces - 240 Hz,Acer,Intel Core i9,13900HX,NH.QJSEH.00B,1000 GB,16 GB,16 Inch,2033,bol.com,ORDINATEUR
"MSI Stealth A16 AI+ A3XVFG-227NL - Ordinateur portable 16"" WQXGA - 240 Hz - AMD Ryzen AI 9 HX 370 - NVIDIA GeForce RTX 4060 - 32 GB LPDDR5X - 1 To SSD - Windows 11 Home - tsb QWERTY Néerlandais - Zwart",MSI,,370,9S7-15FK35-227,1000 GB,32 GB,16 Inch,2149,bol.com,ORDINATEUR
Microsoft Surface Pro 11 - Ordinateur portable Copilot+ - Écran tactile 13 pouces - Snapdragon X Plus/16 Go de RAM/512 Go SSD - Platinum,Microsoft,Qualcomm Snapdragon X Plus,X1P-64-100,ZHY-00004,512 GB,512 GB,13 Inch,1316,bol.com,ORDINATEUR
Lenovo IdeaPad Flex 5 14IAU7 82R700MYMH - Ordinateur portable 2-en-1 - 14 pouces,Lenovo,Intel Core i5,i5-1235U,82R700MYMH,512 GB,8 GB,14 Inch,599,bol.com,ORDINATEUR
"Ordinateur portable HP Pavilion Aero 13-be2015nc AMD Ryzen™ 7 7735U 33,8 cm (13.3"") WUXGA 16 GB LPDDR5-SDRAM 1 To SSD Wi-Fi 6E (802.11ax) Windows 11 Home Wit",HP,,,,,,,688,bol.com,ORDINATEUR
Acer Nitro 16 AN16-42-R69T - Ordinateur portable de Gaming - AMD Ryzen 7 - GeForce RTX 4070,Acer,,,,,,,1235,bol.com,ORDINATEUR
"Lenovo ThinkPad P1 Gen 7 Intel Core Ultra 9 185H Station de travail mobile 40,6 cm (16"") WQXGA 64 GB LPDDR5x-SDRAM 2 To SSD NVIDIA GeForce RTX 4070 Wi-Fi 7 (802.11be) Windows 11 Pro Zwart",Lenovo,,185H,21KV0029MH,2000 GB,64 GB,16 Inch,3823,bol.com,ORDINATEUR
Asus ExpertBook B2402FBA-N70285X - 14 pouces - TOUCH i7 - 16 Go RAM - 512 Go de stockage - W11 Pro,ASUS,Intel Core i7,1260P,B2402FBA-N70285X,16 GB,16 GB,14 Inch,799,bol.com,ORDINATEUR
"MSI Cyborg 15 A12VF-003NL-1TB - Ordinateur portable de Gaming - 15,6 pouces - 144 Hz",MSI,Intel Core i7,i7-12650H,MSI Cyborg 15 A12VF-003NL-1TB,1000 GB,16 GB,15.6 Inch,1099,bol.com,ORDINATEUR
MSI Épée 17 HX B14VFKG-010NL-2TB-32GB,MSI,Intel Core i7,i7-14700HX,MSI Sword 17 HX B14VFKG-010NL-2TB-32GB,2000 GB,32 GB,17 Inch,1799,bol.com,ORDINATEUR
Asus Vivobook Go 14 E1404FA-NK003W - Ordinateur portable - AMD Ryzen 3 7320U - AMD Radeon 610M - 8 GB DDR5 - 512 GB SSD - Qwerty - Win 11 Home - argent,ASUS,AMD Ryzen 3,7320U,90NB0ZS1-M00LS0,512 GB,8 GB,14 Inch,399,bol.com,ORDINATEUR
"HP Victus Gaming 15-fb2447nw, AMD Ryzen™ 7, 3,8 GHz, 39,6 cm (15.6""), 1920 x 1080 pixels, 16 Go, 1 To",HP,AMD Ryzen 7,8845HS,A58SVEA,1000 GB,16 GB,15.6 Inch,1099,bol.com,ORDINATEUR
"MSI Vector 16 HX A14VHG-677NL 16 QHD+, i7-14650HX, 16 Go, 2 To, 4080, W11",MSI,Intel Core i7,i7-14650HX,MSI Vector 16 HX A14VHG-677NL-2TB,2000 GB,16 GB,16 Inch,2399,bol.com,ORDINATEUR
"DELL Latitude 3330, Intel® Core™ i5, 33,8 cm (13.3""), 1920 x 1080 pixels, 8 Go, 256 Go, Windows 10 Pro",Dell,Intel Core i5,i5-1155G7,C1TCG,256 GB,8 GB,13.3 Inch,599,bol.com,ORDINATEUR
"Lenovo V V17, Intel® Core™ i5, 43,9 cm (17.3""), 1920 x 1080 pixels, 16 Go, 256 Go, Windows 11 Pro",Lenovo,Intel Core i5,i5-1335U,83A2000VMH,256 GB,16 GB,17.3 Inch,,bol.com,ORDINATEUR
"Samsung Galaxy Book2 (15"", i5, 8 Go, 512 Go) - Argent: Puissance et style pour les tâches quotidiennes",Samsung,Intel Core i5,1235-u,NP750XED-KC2BE,512 GB,512 GB,15 Inch,478,bol.com,ORDINATEUR
"Acer Aspire Go 17 AG17-31P-C4RY, 17"", Celeron N150, 8 Go, 512 Go, W11",Acer,Intel Celeron,N150,NX.J45EH.001,512 GB,8 GB,17.3 Inch,469,bol.com,ORDINATEUR
"Intel Core i3-1215U (1,2 GHz, 10 Mo L3), 15,6"" FHD ComfyView (1 920 x 1 080), 8 Go de SDRAM DDR4, SSD PCIe NVMe de 512 Go, Graphiques Intel UHD, Wi-Fi 6 AX + BT, Windows 11 Home, US Int .Clavier",Acer,Intel Core i3,i3-1215U,NX.K6SEH.014,512 GB,8 GB,15.6 Inch,388,bol.com,ORDINATEUR
"Ordinateur portable HP Pavilion 15-eg2375nd i5-1235U 39,6 cm (15,6"") Full HD Intel® Core™ i5 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows 11 Home Blauw",HP,Intel Core i5,i5-1235U,6F7U4EA#ABH,512 GB,16 GB,15.6 Inch,729,bol.com,ORDINATEUR
